,StockCode,Description,ADI,CV2,Class
98,20681,PINK SPOTTY CHILDS UMBRELLA,1.0,0.0,Smooth demand
99,20682,RED RETROSPOT CHILDRENS UMBRELLA,1.0,0.0,Smooth demand
100,20683,RAIN GIRL CHILDS UMBRELLA,1.0,NA,NA
101,20684,STRAWBERRY DREAM CHILDS UMBRELLA,1.0,0.0,Smooth demand
102,20685,DOORMAT RED RETROSPOT,1.0,0.0,Smooth demand
103,20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,1.0,0.0,Smooth demand
104,20688,BEAUTY SPEED EXPRESSO CUPS,1.3333333333333333,0.4444444444444444,Intermittent demand
105,20689,RETRO SISTERS EXPRESSO CUPS,1.0,0.0,Smooth demand
106,20692,FLORAL ELEPHANT SOFT TOY,1.1111111111111112,0.1234567901234568,Smooth demand
107,20693,FLORAL DINOSAUR GREEN,1.0,0.0,Smooth demand
108,20694,FLORAL PINK MONSTER,1.2,0.208695652173913,Smooth demand
109,20695,FLORAL BLUE MONSTER,1.5,0.5217391304347827,Lumpy demand
110,20696,FLORAL SOFT CAR TOY,1.1428571428571428,0.1490683229813664,Smooth demand
111,20697,LITTLE GREEN MONSTER SOFT TOY,1.8461538461538463,0.8829431438127092,Lumpy demand
112,20698,LITTLE PINK MONSTER SOFT TOY,1.9166666666666667,0.9583333333333336,Lumpy demand
113,20699,MOUSEY LONG LEGS SOFT TOY,1.25,0.2604166666666666,Smooth demand
114,20700,GREEN CAT FLORAL CUSHION COVER ,1.1,0.10476190476190475,Smooth demand
115,20701,PINK CAT FLORAL CUSHION COVER ,2.111111111111111,1.1728395061728398,Lumpy demand
116,20702,PINK PADDED MOBILE,1.0454545454545454,0.04752066115702479,Smooth demand
117,20703,BLUE PADDED SOFT MOBILE,1.3076923076923077,0.326923076923077,Smooth demand
118,20704,MR ROBOT SOFT TOY,1.0869565217391304,0.09057971014492752,Smooth demand
119,20705,MRS ROBOT SOFT TOY,1.0869565217391304,0.09057971014492752,Smooth demand
120,20707,CRAZY DAISY HEART DECORATION,1.0,0.0,Smooth demand
121,20711,JUMBO BAG TOYS ,1.0,0.0,Smooth demand
122,20712,JUMBO BAG WOODLAND ANIMALS,1.0,0.0,Smooth demand
123,20713,JUMBO BAG OWLS,1.0869565217391304,0.09057971014492752,Smooth demand
124,20714,POSY SHOPPER BAG,1.0,NA,NA
125,20715,LITTLE FLOWER SHOPPER BAG,1.0,NA,NA
126,20716,PARTY FOOD SHOPPER BAG,1.0,0.0,Smooth demand
127,20717,STRAWBERRY SHOPPER BAG,1.0,0.0,Smooth demand
128,20718,RED RETROSPOT SHOPPER BAG,1.0,0.0,Smooth demand
129,20719,WOODLAND CHARLOTTE BAG,1.0,0.0,Smooth demand
130,20721,OWLS CHARLOTTE BAG,1.0,NA,NA
131,20723,STRAWBERRY CHARLOTTE BAG,1.0,0.0,Smooth demand
132,20724,RED RETROSPOT CHARLOTTE BAG,1.0,0.0,Smooth demand
133,20725,LUNCH BAG RED RETROSPOT,1.0,0.0,Smooth demand
134,20726,LUNCH BAG WOODLAND,1.0,0.0,Smooth demand
135,20727,LUNCH BAG  BLACK SKULL.,1.0,0.0,Smooth demand
136,20728,LUNCH BAG CARS BLUE,1.0,0.0,Smooth demand
137,20729,RED SPOTTY CANDY BAG,1.0,0.0,Smooth demand
138,20730,STRAWBERRY CANDY BAG,1.1111111111111112,0.1234567901234568,Smooth demand
139,20731,POSY CANDY BAG,1.0555555555555556,0.058641975308641986,Smooth demand
140,20733,GOLD MINI TAPE MEASURE ,1.0416666666666667,0.04340277777777778,Smooth demand
141,20734,SILVER MINI TAPE MEASURE ,1.0,0.0,Smooth demand
142,20735,BLACK MINI TAPE MEASURE ,1.0416666666666667,0.04340277777777778,Smooth demand
143,20736,PINK MINI TAPE MEASURE ,1.0,0.0,Smooth demand
144,20737,RED MINI TAPE MEASURE ,1.0,NA,NA
145,20738,GREEN MINI TAPE MEASURE ,1.0,0.0,Smooth demand
146,20739,*USB Office Glitter Lamp,1.0,NA,NA
147,20747,PICCADILLY TEA SET,1.0,0.0,Smooth demand
148,20748,KENSINGTON COFFEE SET,1.0434782608695652,0.04536862003780718,Smooth demand
149,20749,ASSORTED COLOUR MINI CASES,1.0,0.0,Smooth demand
150,20750,RED RETROSPOT MINI CASES,1.0,0.0,Smooth demand
151,20751,FUNKY WASHING UP GLOVES ASSORTED,1.0,0.0,Smooth demand
152,20752,BLUE POLKADOT WASHING UP GLOVES,1.0,0.0,Smooth demand
153,20753,RETRO PINK SPOT WASHING UP GLOVES,1.0,NA,NA
154,20754,RETROSPOT RED WASHING UP GLOVES,1.0,0.0,Smooth demand
155,20755,BLUE PAISLEY POCKET BOOK,1.1904761904761905,0.19841269841269846,Smooth demand
156,20756,GREEN FERN POCKET BOOK,1.5,0.5217391304347827,Lumpy demand
157,20757,RED DAISY POCKET BOOK ,1.0909090909090908,0.09486166007905139,Smooth demand
158,20758,ABSTRACT CIRCLES POCKET BOOK,1.0416666666666667,0.04340277777777778,Smooth demand
159,20759,CHRYSANTHEMUM POCKET BOOK ,1.0869565217391304,0.09057971014492752,Smooth demand
160,20760,GARDEN PATH POCKET BOOK,1.2,0.208695652173913,Smooth demand
161,20761,BLUE PAISLEY SKETCHBOOK,1.0,0.0,Smooth demand
162,20762,GREEN FERN SKETCHBOOK ,1.0416666666666667,0.04340277777777778,Smooth demand
163,20763,DAISY SKETCHBOOK ,1.0869565217391304,0.09057971014492752,Smooth demand
164,20764,ABSTRACT CIRCLES SKETCHBOOK ,1.0,0.0,Smooth demand
165,20765,CHRYSANTHEMUM SKETCHBOOK ,1.0,0.0,Smooth demand
166,20766,GARDEN PATH SKETCHBOOK,1.0,0.0,Smooth demand
167,20767,BLUE PAISLEY JOURNAL ,1.0,0.0,Smooth demand
168,20768,GREEN FERN JOURNAL ,1.0,0.0,Smooth demand
169,20769,DAISY JOURNAL ,1.1904761904761905,0.19841269841269846,Smooth demand
170,20770,ABSTRACT CIRCLE JOURNAL ,1.0,0.0,Smooth demand
171,20771,CHRYSANTHEMUM  JOURNAL,1.0869565217391304,0.09057971014492752,Smooth demand
172,20772,GARDEN PATH JOURNAL,1.0416666666666667,0.04340277777777778,Smooth demand
173,20773,BLUE PAISLEY NOTEBOOK,1.0,0.0,Smooth demand
174,20774,GREEN FERN NOTEBOOK,1.0,0.0,Smooth demand
175,20775,DAISY NOTEBOOK ,1.1363636363636365,0.14204545454545453,Smooth demand
176,20776,ABSTRACT CIRCLES NOTEBOOK,1.0,0.0,Smooth demand
177,20777,CHRYSANTHEMUM NOTEBOOK,1.0416666666666667,0.04340277777777778,Smooth demand
178,20778,GARDEN PATH NOTEBOOK ,1.0625,0.06640625,Smooth demand
179,20780,BLACK EAR MUFF HEADPHONES,1.3157894736842106,0.3289473684210526,Smooth demand
180,20781,GOLD EAR MUFF HEADPHONES,1.1363636363636365,0.14204545454545453,Smooth demand
181,20782,CAMOUFLAGE EAR MUFF HEADPHONES,1.3157894736842106,0.3289473684210526,Smooth demand
182,20783,HEART EAR MUFF HEADPHONES,1.125,0.140625,Smooth demand
183,20784,RED RETRO BAR STOOL,1.375,0.4125,Intermittent demand
184,20785,FUSCHIA RETRO BAR STOOL,1.1428571428571428,0.15238095238095237,Smooth demand
185,20786,BLACK RETRO BAR STOOL,1.1111111111111112,0.1234567901234568,Smooth demand
186,20787,BLUE RETRO BAR STOOL,1.125,0.140625,Smooth demand
187,20791,BLUE TILED SET OF 3 DRAWERS,1.0,NA,NA
188,20793,BLUE TILED TRAY,1.5714285714285714,0.598639455782313,Lumpy demand
189,20794,BLUE  TILE HOOK,1.0909090909090908,0.09486166007905139,Smooth demand
190,20795,LARGE BLUE PROVENCAL CERAMIC BALL,1.6666666666666667,0.6944444444444445,Lumpy demand
191,20796,SMALL BLUE PROVENCAL CERAMIC BALL,1.6,0.6260869565217391,Lumpy demand
192,20798,CLEAR MILKSHAKE GLASS,1.0,0.0,Smooth demand
193,20799,PINK MILKSHAKE GLASS,1.5714285714285714,0.6285714285714284,Lumpy demand
194,20800,LARGE GLASS SUNDAE DISH CLEAR,1.0,0.0,Smooth demand
195,20801,LARGE PINK GLASS SUNDAE DISH,1.0,0.0,Smooth demand
196,20802,SMALL GLASS SUNDAE DISH CLEAR,1.0,0.0,Smooth demand
197,20803,SMALL PINK GLASS SUNDAE DISH,1.0,0.0,Smooth demand
198,20804,GLASS CHICKEN BUTTER DISH,1.3333333333333333,0.380952380952381,Intermittent demand
199,20812,EMBOSSED FLOWER TRELLIS PHOTO FRAME,1.0,NA,NA
200,20814,SILVER FINCH DECORATION,1.0,0.0,Smooth demand
201,20816,GOLD FLOWER CUSHION COVER ,2.5,1.6071428571428572,Lumpy demand
202,20818,GOLD TEDDY BEAR,1.3846153846153846,0.40723981900452483,Intermittent demand
203,20819,SILVER TEDDY BEAR,1.1428571428571428,0.1490683229813664,Smooth demand
204,20820,SILVER LOOKING MIRROR,2.0,1.0666666666666669,Lumpy demand
205,20821,GOLDIE LOOKING MIRROR,1.6,0.6260869565217391,Lumpy demand
206,20822,SILVER WINE GOBLET,1.0,NA,NA
207,20823,GOLD WINE GOBLET,2.375,1.4513888888888888,Lumpy demand
208,20825,GOLD WINE GLASS,2.4,1.5272727272727276,Lumpy demand
209,20826,SILVER APERITIF GLASS,2.25,1.3235294117647058,Lumpy demand
210,20827,GOLD APERITIF GLASS,3.4,2.55,Lumpy demand
211,20828,GLITTER BUTTERFLY CLIPS,1.0,0.0,Smooth demand
212,20829,GLITTER HANGING BUTTERFLY STRING,1.0,0.0,Smooth demand
213,20830,SILVER PHOTO FRAME,1.15,0.15681818181818183,Smooth demand
214,20831,GOLD PHOTO FRAME,1.0416666666666667,0.04340277777777778,Smooth demand
215,20832,RED FLOCK LOVE HEART PHOTO FRAME,1.0869565217391304,0.09057971014492752,Smooth demand
216,20833,SHAKER THROW  QUILTED,1.3333333333333333,0.4444444444444444,Intermittent demand
217,20835,FRENCH LATTICE CUSHION COVER ,3.5,2.625,Lumpy demand
218,20836,FRENCH PAISLEY CUSHION COVER,2.1,1.1550000000000002,Lumpy demand
219,20837,FRENCH FLORAL CUSHION COVER ,2.6666666666666665,1.7391304347826086,Lumpy demand
220,20838,FRENCH LATTICE CUSHION COVER ,1.6428571428571428,0.672077922077922,Lumpy demand
221,20839,FRENCH PAISLEY CUSHION COVER ,1.1904761904761905,0.19841269841269846,Smooth demand
222,20840,FRENCH FLORAL CUSHION COVER ,1.3157894736842106,0.3289473684210526,Smooth demand
223,20845,ZINC HEART LATTICE 2 WALL PLANTER,1.9090909090909092,0.9545454545454545,Lumpy demand
224,20846,ZINC HEART LATTICE T-LIGHT HOLDER,1.0,0.0,Smooth demand
225,20847,ZINC HEART LATTICE CHARGER LARGE,1.411764705882353,0.4296675191815857,Intermittent demand
226,20848,ZINC HEART LATTICE CHARGER SMALL,2.1818181818181817,1.2332015810276684,Lumpy demand
227,20849,ZINC HEART LATTICE DOUBLE PLANTER,1.2,0.21818181818181814,Smooth demand
228,20850,ZINC HEART LATTICE PLANTER BOWL,1.375,0.4125,Intermittent demand
229,20851,ZINC HEART LATTICE TRAY OVAL ,1.1333333333333333,0.14166666666666666,Smooth demand
230,20854,BLUE PATCH PURSE PINK HEART,1.0,0.0,Smooth demand
231,20855,PINK PATCH PURSE BLUE HEART,1.1111111111111112,0.1234567901234568,Smooth demand
232,20856,DENIM PATCH PURSE PINK BUTTERFLY,1.0,0.0,Smooth demand
233,20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,1.0,0.0,Smooth demand
234,20858,SILVER PURSE GOLD PINK BUTTERFLY,1.0,NA,NA
235,20860,GOLD COSMETICS BAG WITH BUTTERFLY,1.2857142857142858,0.32142857142857145,Smooth demand
236,20861,GOLD COSMETIC BAG PINK STAR,1.625,0.6770833333333333,Lumpy demand
237,20862,PINK PATCH PENCIL CASE BLUE HEART,1.1666666666666667,0.1944444444444445,Smooth demand
238,20863,BLUE PATCH PENCIL CASE PINK HEART,1.0,0.0,Smooth demand
239,20864,DENIM PATCH PENCIL CASE BUTTERFLY,1.2222222222222223,0.24444444444444438,Smooth demand
240,20865,PATCHWORK PENCIL CASE BUTTERFLY ,1.0,0.0,Smooth demand
241,20866,BLUE ROSE FABRIC MIRROR,1.0416666666666667,0.04340277777777778,Smooth demand
242,20867,PINK ROSE FABRIC MIRROR,1.0869565217391304,0.09057971014492752,Smooth demand
243,20868,SILVER FABRIC MIRROR,1.25,0.2604166666666666,Smooth demand
244,20869,GOLD FABRIC MIRROR,1.3157894736842106,0.3289473684210526,Smooth demand
245,20870,OPULENT VELVET CANDLE IN BOX,1.0,NA,NA
246,20871,OPULENT VELVET SET/3 CANDLES,1.0,0.0,Smooth demand
247,20877,MODERN CHRISTMAS BAUBLE CANDLE ,1.0,NA,NA
248,20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,2.1666666666666665,1.2638888888888886,Lumpy demand
249,20879,TREE OF NOAH FESTIVE SCENTED CANDLE,1.0,NA,NA
250,20881,MODERN CHRISTMAS TREE CANDLE,1.0,NA,NA
251,20882,MODERN CHRISTMAS TREE CANDLE,1.0,NA,NA
252,20884,MODERN CHRISTMAS TREE CANDLE ,1.0,NA,NA
253,20885,BOX OF 3 PEBBLE CANDLES,1.0,NA,NA
254,20886,BOX OF 9 PEBBLE CANDLES,1.0,0.0,Smooth demand
255,20887,BOX OF 6 PEBBLE CANDLES,1.0,NA,NA
256,20888,SET 3 JARDIN DE FEMME SCENT CANDLES,1.0,0.0,Smooth demand
257,20889,JARDIN DE FEMME SCENTED CANDLE,1.0,0.0,Smooth demand
258,20890,SMALL GLASS ROSE SCENTED CANDLE,1.0,0.0,Smooth demand
259,20891,LARGE GLASS ROSE SCENTED CANDLE ,2.0,1.3333333333333333,Lumpy demand
260,20892,SET/3 TALL GLASS CANDLE HOLDER PINK,1.0,0.0,Smooth demand
261,20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,1.1363636363636365,0.14204545454545453,Smooth demand
262,20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,1.25,0.2604166666666666,Smooth demand
263,20895,VINTAGE NOTEBOOK FRENCH LETTER ,1.0,0.0,Smooth demand
264,20896,VINTAGE NOTEBOOK PINK FLOWER,1.5,0.5625,Lumpy demand
265,20897,VINTAGE NOTEBOOK PARIS DAYS,1.105263157894737,0.11052631578947368,Smooth demand
266,20898,VINTAGE NOTEBOOK TRAVELOGUE,1.4375,0.45738636363636365,Intermittent demand
267,20899,VINTAGE NOTEBOOK RED ROSE,1.2,0.24,Smooth demand
268,20901,VINTAGE KEEPSAKE BOX PINK FLOWER,2.1818181818181817,1.2332015810276684,Lumpy demand
269,20902,VINTAGE KEEPSAKE BOX PARIS DAYS,1.05,0.05250000000000001,Smooth demand
270,20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,1.0454545454545454,0.04752066115702479,Smooth demand
271,20905,VINTAGE KEEPSAKE BOX BEAUTY GIRL,1.0,NA,NA
272,20906,VINTAGE NOTEBOOK BEAUTY GIRL,1.2142857142857142,0.22767857142857142,Smooth demand
273,20910,VINTAGE PHOTO ALBUM PARIS DAYS,1.0,0.0,Smooth demand
274,20913,SET/5 BLUE SPOTTY LID GLASS BOWLS,1.0,NA,NA
275,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1.0,0.0,Smooth demand
276,20931,BLUE POT PLANT CANDLE ,1.0416666666666667,0.04340277777777778,Smooth demand
277,20932,PINK POT PLANT CANDLE,1.0869565217391304,0.09057971014492752,Smooth demand
278,20933,YELLOW POT PLANT CANDLE,1.5625,0.5859375,Lumpy demand
279,20934,SET/3 POT PLANT CANDLES,1.411764705882353,0.4296675191815857,Intermittent demand
280,20935,ROUND CACTUS CANDLE,1.8461538461538463,0.8829431438127092,Lumpy demand
281,20936,FORKED CACTUS CANDLE,1.1904761904761905,0.19841269841269846,Smooth demand
282,20939,ORANGE CANDLE,1.0,NA,NA
283,20940,SET/6 GARDEN GNOME T-LIGHT CANDLES,1.0,NA,NA
284,20941,FROG CANDLE,1.0,0.0,Smooth demand
285,20942,SET/6 GINGERBREAD TREE T-LIGHTS,1.0,NA,NA
286,20943,SET/6 GINGERBREAD STAR T-LIGHTS,1.375,0.4125,Intermittent demand
287,20950,SET/6  ANGEL T-LIGHTS WHITE/GOLD,1.7142857142857142,0.7792207792207793,Lumpy demand
288,20952,PORCELAIN CHERUB BELL SMALL,1.3333333333333333,0.36363636363636365,Intermittent demand
289,20953,PORCELAIN CHERUB BELL LARGE,2.25,1.4062500000000007,Lumpy demand
290,20954,*USB Office Mirror Ball,6.5,5.958333333333334,Lumpy demand
291,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,1.0416666666666667,0.04340277777777778,Smooth demand
292,20957,PORCELAIN HANGING BELL SMALL,1.1428571428571428,0.163265306122449,Smooth demand
293,20958,PORCELAIN HANGING BELL LARGE,1.2857142857142858,0.32142857142857145,Smooth demand
294,20960,WATERMELON BATH SPONGE,1.0666666666666667,0.07111111111111111,Smooth demand
295,20961,STRAWBERRY BATH SPONGE ,1.0,0.0,Smooth demand
296,20963,APPLE BATH SPONGE,1.0,0.0,Smooth demand
297,20964,POLYESTER FILLER PAD 60x40cm,3.6,2.752941176470588,Lumpy demand
298,20966,SANDWICH BATH SPONGE,1.0,0.0,Smooth demand
299,20967,GREY FLORAL FELTCRAFT SHOULDER BAG,1.2105263157894737,0.2200956937799043,Smooth demand
300,20968,GREEN FLORAL FELTCRAFT SHOULDER BAG,1.0,NA,NA
301,20969,RED FLORAL FELTCRAFT SHOULDER BAG,1.0,0.0,Smooth demand
302,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,1.0,0.0,Smooth demand
303,20971,PINK BLUE FELT CRAFT TRINKET BOX,1.0,0.0,Smooth demand
304,20972,PINK CREAM FELT CRAFT TRINKET BOX ,1.0,0.0,Smooth demand
305,20973,12 PENCIL SMALL TUBE WOODLAND,1.0476190476190477,0.04988662131519274,Smooth demand
306,20974,12 PENCILS SMALL TUBE SKULL,1.0,0.0,Smooth demand
307,20975,12 PENCILS SMALL TUBE RED RETROSPOT,1.0869565217391304,0.09057971014492752,Smooth demand
308,20976,12 PENCILS SMALL TUBE POSY,1.1,0.11000000000000003,Smooth demand
309,20977,36 PENCILS TUBE WOODLAND,1.0,0.0,Smooth demand
310,20978,36 PENCILS TUBE SKULLS,1.0,0.0,Smooth demand
311,20979,36 PENCILS TUBE RED RETROSPOT,1.0,0.0,Smooth demand
312,20980,36 PENCILS TUBE POSY,1.3125,0.3281250000000001,Smooth demand
313,20981,12 PENCILS TALL TUBE WOODLAND,1.0,0.0,Smooth demand
314,20982,12 PENCILS TALL TUBE SKULLS,1.0,0.0,Smooth demand
315,20983,12 PENCILS TALL TUBE RED RETROSPOT,1.0,0.0,Smooth demand
316,20984,12 PENCILS TALL TUBE POSY,1.0,0.0,Smooth demand
317,20985,HEART CALCULATOR,1.0,0.0,Smooth demand
318,20986,BLUE CALCULATOR RULER,1.0,0.0,Smooth demand
319,20987,GEISHA GIRL CHOPSTICKS SET/5,1.0,NA,NA
320,20988,TRELLIS FLOWER CHOPSTICKS SET/5,1.0,0.0,Smooth demand
321,20989,URBAN CHIC CHOPSTICKS SET/5,1.0,0.0,Smooth demand
322,20990,SPRING FLOWER CHOPSTICKS SET/5,1.0,0.0,Smooth demand
