,InvoiceDate,Quantity,StockCode
169,2011-01-31,33.0,11001
170,2011-02-28,26.0,11001
171,2011-03-31,52.0,11001
172,2011-04-30,36.0,11001
173,2011-05-31,96.0,11001
174,2011-06-30,201.0,11001
175,2011-07-31,236.0,11001
176,2011-08-31,499.0,11001
177,2011-09-30,96.0,11001
178,2011-10-31,116.0,11001
179,2011-11-30,128.0,11001
180,2011-12-31,22.0,11001
181,2009-12-31,10.0,15030
182,2010-01-31,15.0,15030
183,2010-02-28,0.0,15030
184,2010-03-31,10.0,15030
185,2010-04-30,10.0,15030
186,2010-05-31,0.0,15030
187,2010-06-30,10.0,15030
188,2010-07-31,23.0,15030
189,2010-08-31,5.0,15030
190,2010-09-30,25.0,15030
191,2010-10-31,3.0,15030
192,2010-11-30,0.0,15030
193,2010-12-31,0.0,15030
194,2011-01-31,0.0,15030
195,2011-02-28,0.0,15030
196,2011-03-31,5.0,15030
197,2011-04-30,0.0,15030
198,2011-05-31,0.0,15030
199,2011-06-30,10.0,15030
200,2011-07-31,89.0,15030
201,2011-08-31,2.0,15030
202,2011-09-30,3.0,15030
203,2011-10-31,10.0,15030
204,2011-11-30,22.0,15030
205,2011-12-31,2.0,15030
206,2009-12-31,85.0,15034
207,2010-01-31,323.0,15034
208,2010-02-28,128.0,15034
209,2010-03-31,182.0,15034
210,2010-04-30,62.0,15034
211,2010-05-31,414.0,15034
212,2010-06-30,845.0,15034
213,2010-07-31,616.0,15034
214,2010-08-31,200.0,15034
215,2010-09-30,256.0,15034
216,2010-10-31,88.0,15034
217,2010-11-30,447.0,15034
218,2010-12-31,74.0,15034
219,2011-01-31,177.0,15034
220,2011-02-28,80.0,15034
221,2011-03-31,123.0,15034
222,2011-04-30,541.0,15034
223,2011-05-31,827.0,15034
224,2011-06-30,1621.0,15034
225,2011-07-31,212.0,15034
226,2011-08-31,205.0,15034
227,2011-09-30,394.0,15034
228,2011-10-31,1791.0,15034
229,2011-11-30,573.0,15034
230,2011-12-31,2.0,15034
231,2009-12-31,606.0,15036
232,2010-01-31,399.0,15036
233,2010-02-28,451.0,15036
234,2010-03-31,1323.0,15036
235,2010-04-30,1907.0,15036
236,2010-05-31,2687.0,15036
237,2010-06-30,4385.0,15036
238,2010-07-31,3785.0,15036
239,2010-08-31,288.0,15036
240,2010-09-30,50.0,15036
241,2010-10-31,3013.0,15036
242,2010-11-30,1672.0,15036
243,2010-12-31,254.0,15036
244,2011-01-31,977.0,15036
245,2011-02-28,2260.0,15036
246,2011-03-31,3104.0,15036
247,2011-04-30,1966.0,15036
248,2011-05-31,4684.0,15036
249,2011-06-30,3346.0,15036
250,2011-07-31,3486.0,15036
251,2011-08-31,1427.0,15036
252,2011-09-30,487.0,15036
253,2011-10-31,1255.0,15036
254,2011-11-30,604.0,15036
255,2011-12-31,69.0,15036
256,2009-12-31,40.0,15039
257,2010-01-31,17.0,15039
258,2010-02-28,552.0,15039
259,2010-03-31,145.0,15039
260,2010-04-30,38.0,15039
261,2010-05-31,110.0,15039
262,2010-06-30,401.0,15039
263,2010-07-31,636.0,15039
264,2010-08-31,349.0,15039
265,2010-09-30,360.0,15039
266,2010-10-31,278.0,15039
267,2010-11-30,86.0,15039
268,2010-12-31,36.0,15039
269,2011-01-31,54.0,15039
270,2011-02-28,11.0,15039
271,2011-03-31,32.0,15039
272,2011-04-30,55.0,15039
273,2011-05-31,605.0,15039
274,2011-06-30,470.0,15039
275,2011-07-31,241.0,15039
276,2011-08-31,152.0,15039
277,2011-09-30,61.0,15039
278,2011-10-31,134.0,15039
279,2011-11-30,209.0,15039
280,2011-12-31,47.0,15039
281,2010-03-31,36.0,16008
282,2010-04-30,0.0,16008
283,2010-05-31,0.0,16008
284,2010-06-30,0.0,16008
285,2010-07-31,24.0,16008
286,2010-08-31,26.0,16008
287,2010-09-30,24.0,16008
288,2010-10-31,48.0,16008
289,2010-11-30,91.0,16008
290,2010-12-31,16.0,16008
291,2011-01-31,0.0,16008
292,2011-02-28,20.0,16008
293,2011-03-31,72.0,16008
294,2011-04-30,264.0,16008
295,2011-05-31,0.0,16008
296,2011-06-30,49.0,16008
297,2011-07-31,128.0,16008
298,2011-08-31,458.0,16008
299,2011-09-30,268.0,16008
300,2011-10-31,342.0,16008
301,2011-11-30,941.0,16008
302,2011-12-31,336.0,16008
303,2010-01-31,2.0,16010
304,2010-02-28,0.0,16010
305,2010-03-31,0.0,16010
306,2010-04-30,0.0,16010
307,2010-05-31,0.0,16010
308,2010-06-30,0.0,16010
309,2010-07-31,0.0,16010
310,2010-08-31,0.0,16010
311,2010-09-30,0.0,16010
312,2010-10-31,0.0,16010
313,2010-11-30,0.0,16010
314,2010-12-31,24.0,16010
315,2011-01-31,0.0,16010
316,2011-02-28,12.0,16010
317,2011-03-31,6.0,16010
318,2009-12-31,216.0,16011
319,2010-01-31,121.0,16011
320,2010-02-28,0.0,16011
321,2010-03-31,223.0,16011
322,2010-04-30,26.0,16011
323,2010-05-31,198.0,16011
324,2010-06-30,192.0,16011
325,2010-07-31,96.0,16011
326,2010-08-31,72.0,16011
327,2010-09-30,300.0,16011
328,2010-10-31,284.0,16011
329,2010-11-30,359.0,16011
330,2010-12-31,140.0,16011
331,2011-01-31,191.0,16011
332,2011-02-28,96.0,16011
333,2011-03-31,147.0,16011
334,2011-04-30,195.0,16011
335,2011-05-31,64.0,16011
336,2011-06-30,54.0,16011
337,2011-07-31,189.0,16011
338,2011-08-31,192.0,16011
339,2011-09-30,48.0,16011
340,2011-10-31,119.0,16011
341,2011-11-30,359.0,16011
342,2011-12-31,25.0,16011
343,2009-12-31,111.0,16012
344,2010-01-31,72.0,16012
345,2010-02-28,408.0,16012
346,2010-03-31,72.0,16012
347,2010-04-30,0.0,16012
348,2010-05-31,24.0,16012
349,2010-06-30,24.0,16012
350,2010-07-31,48.0,16012
351,2010-08-31,24.0,16012
352,2010-09-30,312.0,16012
353,2010-10-31,216.0,16012
354,2010-11-30,394.0,16012
355,2010-12-31,144.0,16012
356,2011-01-31,96.0,16012
357,2011-02-28,48.0,16012
358,2011-03-31,384.0,16012
359,2011-04-30,28.0,16012
360,2011-05-31,133.0,16012
361,2011-06-30,24.0,16012
362,2011-07-31,194.0,16012
363,2011-08-31,0.0,16012
364,2011-09-30,24.0,16012
365,2011-10-31,0.0,16012
366,2011-11-30,168.0,16012
367,2011-12-31,25.0,16012
368,2009-12-31,4540.0,16014
369,2010-01-31,20.0,16014
370,2010-02-28,34.0,16014
371,2010-03-31,1010.0,16014
372,2010-04-30,120.0,16014
373,2010-05-31,0.0,16014
374,2010-06-30,4005.0,16014
375,2010-07-31,562.0,16014
376,2010-08-31,1040.0,16014
377,2010-09-30,520.0,16014
378,2010-10-31,4160.0,16014
379,2010-11-30,16.0,16014
380,2010-12-31,2044.0,16014
381,2011-01-31,10.0,16014
382,2011-02-28,1501.0,16014
383,2011-03-31,1060.0,16014
384,2011-04-30,23.0,16014
385,2011-05-31,2771.0,16014
386,2011-06-30,32.0,16014
387,2011-07-31,60.0,16014
388,2011-08-31,2065.0,16014
389,2011-09-30,1061.0,16014
390,2011-10-31,40.0,16014
391,2011-11-30,3606.0,16014
392,2011-12-31,70.0,16014
393,2009-12-31,73.0,16015
394,2010-01-31,50.0,16015
395,2010-02-28,34.0,16015
396,2010-03-31,10.0,16015
397,2010-04-30,112.0,16015
398,2010-05-31,0.0,16015
399,2010-06-30,120.0,16015
400,2010-07-31,231.0,16015
401,2010-08-31,20.0,16015
402,2010-09-30,160.0,16015
403,2010-10-31,65.0,16015
404,2010-11-30,35.0,16015
405,2010-12-31,22.0,16015
406,2011-01-31,20.0,16015
407,2011-02-28,101.0,16015
408,2011-03-31,70.0,16015
409,2011-04-30,303.0,16015
410,2011-05-31,43.0,16015
411,2011-06-30,30.0,16015
412,2011-07-31,0.0,16015
413,2011-08-31,24.0,16015
414,2011-09-30,0.0,16015
415,2011-10-31,20.0,16015
416,2011-11-30,30.0,16015
417,2009-12-31,40.0,16016
418,2010-01-31,20.0,16016
419,2010-02-28,32.0,16016
420,2010-03-31,220.0,16016
421,2010-04-30,96.0,16016
422,2010-05-31,30.0,16016
423,2010-06-30,60.0,16016
424,2010-07-31,408.0,16016
425,2010-08-31,21.0,16016
426,2010-09-30,50.0,16016
427,2010-10-31,44.0,16016
428,2010-11-30,20.0,16016
429,2010-12-31,52.0,16016
430,2011-01-31,40.0,16016
431,2011-02-28,323.0,16016
432,2011-03-31,70.0,16016
433,2011-04-30,133.0,16016
434,2011-05-31,122.0,16016
435,2011-06-30,110.0,16016
436,2011-07-31,72.0,16016
437,2011-08-31,65.0,16016
438,2011-09-30,50.0,16016
439,2011-10-31,40.0,16016
440,2011-11-30,140.0,16016
441,2011-12-31,80.0,16016
442,2009-12-31,240.0,16033
443,2010-01-31,1800.0,16033
444,2010-02-28,1920.0,16033
445,2010-03-31,120.0,16033
446,2010-04-30,3000.0,16033
447,2010-05-31,3480.0,16033
448,2010-06-30,720.0,16033
449,2010-07-31,241.0,16033
450,2010-08-31,960.0,16033
451,2010-09-30,480.0,16033
452,2010-10-31,600.0,16033
453,2010-11-30,720.0,16033
454,2010-12-31,240.0,16033
455,2011-01-31,120.0,16033
456,2011-02-28,480.0,16033
457,2009-12-31,24.0,16043
458,2010-01-31,0.0,16043
459,2010-02-28,0.0,16043
460,2010-03-31,27.0,16043
461,2010-04-30,24.0,16043
462,2010-05-31,0.0,16043
463,2010-06-30,50.0,16043
464,2010-07-31,1.0,16043
465,2010-08-31,960.0,16043
466,2010-09-30,960.0,16043
467,2010-10-31,1.0,16043
468,2010-11-30,0.0,16043
469,2010-12-31,0.0,16043
470,2011-01-31,0.0,16043
471,2011-02-28,0.0,16043
472,2011-03-31,0.0,16043
473,2011-04-30,0.0,16043
474,2011-05-31,0.0,16043
475,2011-06-30,98.0,16043
476,2010-01-31,6145.0,16044
477,2010-02-28,48.0,16044
478,2010-01-31,2.0,16045
479,2010-02-28,0.0,16045
480,2010-03-31,110.0,16045
481,2010-04-30,0.0,16045
482,2010-05-31,100.0,16045
483,2010-06-30,0.0,16045
484,2010-07-31,0.0,16045
485,2010-08-31,0.0,16045
486,2010-09-30,100.0,16045
487,2010-10-31,0.0,16045
488,2010-11-30,100.0,16045
489,2010-12-31,100.0,16045
490,2011-01-31,0.0,16045
491,2011-02-28,0.0,16045
492,2011-03-31,200.0,16045
493,2011-04-30,0.0,16045
494,2011-05-31,0.0,16045
495,2011-06-30,1200.0,16045
496,2011-07-31,2100.0,16045
497,2011-08-31,1000.0,16045
498,2011-09-30,1400.0,16045
499,2011-10-31,1700.0,16045
500,2011-11-30,1000.0,16045
501,2011-12-31,200.0,16045
502,2009-12-31,178.0,16046
503,2010-01-31,136.0,16046
504,2010-02-28,104.0,16046
505,2010-03-31,2.0,16046
506,2010-04-30,109.0,16046
507,2010-05-31,4.0,16046
508,2010-06-30,13.0,16046
509,2010-07-31,3.0,16046
510,2010-08-31,4612.0,16046
511,2010-09-30,4621.0,16046
512,2010-10-31,131.0,16046
513,2010-11-30,79.0,16046
514,2010-12-31,11.0,16046
515,2011-01-31,0.0,16046
516,2011-02-28,4.0,16046
517,2011-03-31,9.0,16046
518,2011-04-30,2.0,16046
519,2011-05-31,5.0,16046
520,2011-06-30,1.0,16046
521,2011-07-31,1.0,16046
522,2011-08-31,31.0,16046
523,2011-09-30,0.0,16046
524,2011-10-31,3.0,16046
525,2011-11-30,2.0,16046
526,2009-12-31,16.0,16047
527,2010-01-31,25.0,16047
528,2010-02-28,18.0,16047
529,2010-03-31,7.0,16047
530,2010-04-30,5.0,16047
531,2010-05-31,27.0,16047
532,2010-06-30,0.0,16047
533,2010-07-31,1.0,16047
534,2010-08-31,5197.0,16047
535,2010-09-30,5193.0,16047
536,2010-10-31,125.0,16047
537,2009-12-31,56.0,16048
538,2010-01-31,600.0,16048
539,2010-02-28,24.0,16048
540,2010-03-31,124.0,16048
541,2010-04-30,102.0,16048
542,2010-05-31,121.0,16048
543,2010-06-30,26.0,16048
544,2010-07-31,5.0,16048
545,2010-08-31,48.0,16048
546,2010-09-30,769.0,16048
547,2010-10-31,27.0,16048
548,2010-11-30,99.0,16048
549,2010-12-31,27.0,16048
550,2011-01-31,1.0,16048
551,2011-02-28,2.0,16048
552,2011-03-31,192.0,16048
553,2011-04-30,100.0,16048
554,2011-05-31,24.0,16048
555,2011-06-30,288.0,16048
556,2011-07-31,149.0,16048
557,2011-08-31,194.0,16048
558,2011-09-30,145.0,16048
559,2011-10-31,211.0,16048
560,2011-11-30,126.0,16048
561,2011-12-31,2.0,16048
562,2009-12-31,587.0,16049
563,2010-01-31,864.0,16049
564,2010-02-28,180.0,16049
565,2010-03-31,434.0,16049
566,2010-04-30,156.0,16049
567,2010-05-31,180.0,16049
568,2010-06-30,0.0,16049
569,2010-07-31,120.0,16049
570,2010-08-31,0.0,16049
571,2010-09-30,36.0,16049
572,2010-10-31,0.0,16049
573,2010-11-30,108.0,16049
574,2010-12-31,0.0,16049
575,2011-01-31,0.0,16049
576,2011-02-28,0.0,16049
577,2011-03-31,0.0,16049
578,2011-04-30,36.0,16049
579,2011-05-31,468.0,16049
580,2010-02-28,19.0,16050
581,2010-03-31,104.0,16050
582,2010-04-30,28.0,16050
583,2009-12-31,39.0,16051
584,2010-01-31,866.0,16051
585,2010-02-28,0.0,16051
586,2010-03-31,0.0,16051
587,2010-04-30,0.0,16051
588,2010-05-31,0.0,16051
589,2010-06-30,36.0,16051
590,2009-12-31,6.0,16052
591,2010-01-31,0.0,16052
592,2010-02-28,43.0,16052
593,2010-03-31,30.0,16052
594,2010-04-30,0.0,16052
595,2010-05-31,1.0,16052
596,2010-06-30,120.0,16052
597,2010-07-31,24.0,16052
598,2010-08-31,48.0,16052
599,2010-09-30,48.0,16052
600,2010-10-31,0.0,16052
601,2010-11-30,49.0,16052
602,2010-12-31,4.0,16052
603,2011-01-31,27.0,16052
604,2011-02-28,2.0,16052
605,2011-03-31,0.0,16052
606,2011-04-30,1.0,16052
607,2011-05-31,52.0,16052
608,2011-06-30,395.0,16052
609,2010-01-31,5.0,16053
610,2010-02-28,50.0,16053
611,2010-03-31,60.0,16053
612,2010-04-30,50.0,16053
613,2010-05-31,0.0,16053
614,2010-06-30,50.0,16053
615,2010-07-31,0.0,16053
616,2010-08-31,2000.0,16053
617,2010-09-30,2000.0,16053
618,2010-10-31,0.0,16053
619,2010-11-30,98.0,16053
620,2010-01-31,2.0,16054
621,2010-02-28,0.0,16054
622,2010-03-31,4.0,16054
623,2010-04-30,0.0,16054
624,2010-05-31,0.0,16054
625,2010-06-30,0.0,16054
626,2010-07-31,0.0,16054
627,2010-08-31,37.0,16054
628,2010-09-30,0.0,16054
629,2010-10-31,1.0,16054
630,2010-11-30,0.0,16054
631,2010-12-31,2.0,16054
632,2011-01-31,0.0,16054
633,2011-02-28,0.0,16054
634,2011-03-31,0.0,16054
635,2011-04-30,0.0,16054
636,2011-05-31,0.0,16054
637,2011-06-30,108.0,16054
638,2011-07-31,252.0,16054
639,2011-08-31,74.0,16054
640,2011-09-30,110.0,16054
641,2011-10-31,254.0,16054
642,2011-11-30,330.0,16054
643,2011-12-31,36.0,16054
644,2009-12-31,273.0,16119
645,2009-12-31,3.0,16192
646,2009-12-31,59.0,16212
647,2010-01-31,0.0,16212
648,2010-02-28,43.0,16212
649,2010-03-31,38.0,16212
650,2010-04-30,52.0,16212
651,2010-05-31,76.0,16212
652,2010-06-30,78.0,16212
653,2010-07-31,11.0,16212
654,2010-08-31,21.0,16212
655,2010-09-30,29.0,16212
656,2010-10-31,39.0,16212
657,2010-11-30,1.0,16212
658,2009-12-31,8.0,16215
659,2009-12-31,12.0,16216
660,2010-01-31,20.0,16216
661,2010-02-28,20.0,16216
662,2010-03-31,99.0,16216
663,2010-04-30,160.0,16216
664,2010-05-31,80.0,16216
665,2010-06-30,31.0,16216
666,2010-07-31,101.0,16216
667,2010-08-31,23.0,16216
668,2010-09-30,28.0,16216
669,2010-10-31,75.0,16216
670,2010-11-30,176.0,16216
671,2010-12-31,20.0,16216
672,2011-01-31,0.0,16216
673,2011-02-28,11.0,16216
674,2011-03-31,35.0,16216
675,2011-04-30,268.0,16216
676,2011-05-31,5.0,16216
677,2011-06-30,1726.0,16216
678,2011-07-31,403.0,16216
679,2011-08-31,0.0,16216
680,2011-09-30,166.0,16216
681,2011-10-31,195.0,16216
682,2011-11-30,394.0,16216
683,2011-12-31,110.0,16216
684,2009-12-31,2.0,16218
685,2010-01-31,9.0,16218
686,2010-02-28,22.0,16218
687,2010-03-31,17.0,16218
688,2010-04-30,0.0,16218
689,2010-05-31,1.0,16218
690,2010-06-30,54.0,16218
691,2010-07-31,163.0,16218
692,2010-08-31,182.0,16218
693,2010-09-30,80.0,16218
694,2010-10-31,80.0,16218
695,2010-11-30,198.0,16218
696,2010-12-31,11.0,16218
697,2011-01-31,0.0,16218
698,2011-02-28,80.0,16218
699,2011-03-31,81.0,16218
700,2011-04-30,165.0,16218
701,2011-05-31,10.0,16218
702,2011-06-30,1216.0,16218
703,2011-07-31,185.0,16218
704,2011-08-31,320.0,16218
705,2011-09-30,720.0,16218
706,2011-10-31,366.0,16218
707,2011-11-30,565.0,16218
708,2011-12-31,105.0,16218
709,2009-12-31,7.0,16219
710,2010-01-31,12.0,16219
711,2010-02-28,25.0,16219
712,2010-03-31,24.0,16219
713,2010-04-30,0.0,16219
714,2010-05-31,59.0,16219
715,2010-06-30,46.0,16219
716,2010-07-31,0.0,16219
717,2010-08-31,36.0,16219
718,2010-09-30,25.0,16219
719,2010-10-31,37.0,16219
720,2010-11-30,38.0,16219
721,2010-12-31,14.0,16219
722,2011-01-31,14.0,16219
723,2011-02-28,51.0,16219
724,2011-03-31,13.0,16219
725,2011-04-30,120.0,16219
726,2011-05-31,0.0,16219
727,2011-06-30,295.0,16219
728,2011-07-31,466.0,16219
729,2011-08-31,780.0,16219
730,2011-09-30,517.0,16219
731,2011-10-31,492.0,16219
732,2011-11-30,265.0,16219
733,2011-12-31,22.0,16219
734,2009-12-31,424.0,16225
735,2010-01-31,30.0,16225
736,2010-02-28,13.0,16225
737,2010-03-31,27.0,16225
738,2010-04-30,1.0,16225
739,2010-05-31,27.0,16225
740,2010-06-30,17.0,16225
741,2010-07-31,3.0,16225
742,2010-08-31,64.0,16225
743,2010-09-30,24.0,16225
744,2010-10-31,28.0,16225
745,2010-11-30,50.0,16225
746,2010-12-31,279.0,16225
747,2011-01-31,138.0,16225
748,2011-02-28,24.0,16225
749,2011-03-31,0.0,16225
750,2011-04-30,1.0,16225
751,2011-05-31,2.0,16225
752,2011-06-30,18.0,16225
753,2011-07-31,11.0,16225
754,2011-08-31,4.0,16225
755,2011-09-30,12.0,16225
756,2011-10-31,115.0,16225
757,2011-11-30,113.0,16225
758,2011-12-31,105.0,16225
759,2009-12-31,171.0,16235
760,2010-01-31,157.0,16235
761,2010-02-28,428.0,16235
762,2010-03-31,314.0,16235
763,2010-04-30,146.0,16235
764,2010-05-31,397.0,16235
765,2010-06-30,203.0,16235
766,2010-07-31,69.0,16235
767,2010-08-31,34.0,16235
768,2010-09-30,120.0,16235
769,2010-10-31,109.0,16235
770,2010-11-30,612.0,16235
771,2010-12-31,233.0,16235
772,2011-01-31,219.0,16235
773,2011-02-28,684.0,16235
774,2011-03-31,303.0,16235
775,2011-04-30,96.0,16235
776,2011-05-31,235.0,16235
777,2011-06-30,75.0,16235
778,2011-07-31,574.0,16235
779,2011-08-31,189.0,16235
780,2011-09-30,93.0,16235
781,2011-10-31,198.0,16235
782,2011-11-30,228.0,16235
783,2011-12-31,56.0,16235
784,2009-12-31,110.0,16236
785,2010-01-31,6.0,16236
786,2010-02-28,86.0,16236
787,2010-03-31,68.0,16236
788,2010-04-30,140.0,16236
789,2010-05-31,141.0,16236
790,2010-06-30,66.0,16236
791,2010-07-31,18.0,16236
792,2010-08-31,101.0,16236
793,2010-09-30,52.0,16236
794,2010-10-31,202.0,16236
795,2010-11-30,224.0,16236
796,2010-12-31,72.0,16236
797,2011-01-31,122.0,16236
798,2011-02-28,19.0,16236
799,2011-03-31,101.0,16236
800,2011-04-30,98.0,16236
801,2011-05-31,197.0,16236
802,2011-06-30,7.0,16236
803,2011-07-31,231.0,16236
804,2011-08-31,63.0,16236
805,2011-09-30,95.0,16236
806,2011-10-31,141.0,16236
807,2011-11-30,260.0,16236
808,2011-12-31,46.0,16236
809,2009-12-31,822.0,16237
810,2010-01-31,182.0,16237
811,2010-02-28,142.0,16237
812,2010-03-31,166.0,16237
813,2010-04-30,492.0,16237
814,2010-05-31,375.0,16237
815,2010-06-30,361.0,16237
816,2010-07-31,366.0,16237
817,2010-08-31,525.0,16237
818,2010-09-30,250.0,16237
819,2010-10-31,707.0,16237
820,2010-11-30,1006.0,16237
821,2010-12-31,1165.0,16237
822,2011-01-31,453.0,16237
823,2011-02-28,200.0,16237
824,2011-03-31,560.0,16237
825,2011-04-30,196.0,16237
826,2011-05-31,287.0,16237
827,2011-06-30,270.0,16237
828,2011-07-31,370.0,16237
829,2011-08-31,266.0,16237
830,2011-09-30,333.0,16237
831,2011-10-31,293.0,16237
832,2011-11-30,928.0,16237
833,2011-12-31,223.0,16237
834,2009-12-31,131.0,16238
835,2010-01-31,3.0,16238
836,2010-02-28,32.0,16238
837,2010-03-31,92.0,16238
838,2010-04-30,97.0,16238
839,2010-05-31,26.0,16238
840,2010-06-30,126.0,16238
841,2010-07-31,98.0,16238
842,2010-08-31,28.0,16238
843,2010-09-30,63.0,16238
844,2010-10-31,165.0,16238
845,2010-11-30,190.0,16238
846,2010-12-31,162.0,16238
847,2011-01-31,58.0,16238
848,2011-02-28,54.0,16238
849,2011-03-31,95.0,16238
850,2011-04-30,180.0,16238
851,2011-05-31,115.0,16238
852,2011-06-30,28.0,16238
853,2011-07-31,209.0,16238
854,2011-08-31,146.0,16238
855,2011-09-30,89.0,16238
856,2011-10-31,99.0,16238
857,2011-11-30,178.0,16238
858,2011-12-31,61.0,16238
859,2009-12-31,15.0,16239
860,2010-01-31,295.0,16239
861,2010-02-28,14.0,16239
862,2010-03-31,23.0,16239
863,2010-01-31,883.0,16254
864,2010-02-28,1.0,16254
865,2010-03-31,0.0,16254
866,2010-04-30,0.0,16254
867,2010-05-31,2.0,16254
868,2010-06-30,0.0,16254
