,StockCode,Description,ADI,CV2,Class
216,20833,SHAKER THROW  QUILTED,18.8,17.99139784946237,Lumpy demand
217,20835,FRENCH LATTICE CUSHION COVER ,61.8,60.89854132901137,Lumpy demand
218,20836,FRENCH PAISLEY CUSHION COVER,30.142857142857142,29.188969258589502,Lumpy demand
219,20837,FRENCH FLORAL CUSHION COVER ,44.8125,43.87369064245811,Lumpy demand
220,20838,FRENCH LATTICE CUSHION COVER ,12.0,11.01669195751138,Lumpy demand
221,20839,FRENCH PAISLEY CUSHION COVER ,8.043956043956044,7.053592098735737,Lumpy demand
222,20840,FRENCH FLORAL CUSHION COVER ,9.363636363636363,8.375252525252527,Lumpy demand
223,20845,ZINC HEART LATTICE 2 WALL PLANTER,27.08695652173913,26.12889696630784,Lumpy demand
224,20846,ZINC HEART LATTICE T-LIGHT HOLDER,5.362962962962963,4.368997489882691,Lumpy demand
225,20847,ZINC HEART LATTICE CHARGER LARGE,27.807692307692307,26.844822075431495,Lumpy demand
226,20848,ZINC HEART LATTICE CHARGER SMALL,58.083333333333336,57.16534961685824,Lumpy demand
227,20849,ZINC HEART LATTICE DOUBLE PLANTER,16.666666666666668,15.711556829035342,Lumpy demand
228,20850,ZINC HEART LATTICE PLANTER BOWL,14.761904761904763,13.80644167051934,Lumpy demand
229,20851,ZINC HEART LATTICE TRAY OVAL ,18.071428571428573,17.105233380480907,Lumpy demand
230,20854,BLUE PATCH PURSE PINK HEART,4.836956521739131,3.8455983157070115,Lumpy demand
231,20855,PINK PATCH PURSE BLUE HEART,6.5227272727272725,5.542037507946601,Lumpy demand
232,20856,DENIM PATCH PURSE PINK BUTTERFLY,5.828571428571428,4.8364741641337385,Lumpy demand
233,20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,6.455882352941177,5.46833870534515,Lumpy demand
234,20858,SILVER PURSE GOLD PINK BUTTERFLY,1.0,NA,NA
235,20860,GOLD COSMETICS BAG WITH BUTTERFLY,22.727272727272727,21.814530850675435,Lumpy demand
236,20861,GOLD COSMETIC BAG PINK STAR,23.3125,22.37247983870968,Lumpy demand
237,20862,PINK PATCH PENCIL CASE BLUE HEART,6.806451612903226,5.83410138248848,Lumpy demand
238,20863,BLUE PATCH PENCIL CASE PINK HEART,5.608695652173913,4.626628320081205,Lumpy demand
239,20864,DENIM PATCH PENCIL CASE BUTTERFLY,11.962962962962964,10.997009431792039,Lumpy demand
240,20865,PATCHWORK PENCIL CASE BUTTERFLY ,7.066666666666666,6.095418641390206,Lumpy demand
241,20866,BLUE ROSE FABRIC MIRROR,5.466666666666667,4.4727272727272736,Lumpy demand
242,20867,PINK ROSE FABRIC MIRROR,6.4,5.40734693877551,Lumpy demand
243,20868,SILVER FABRIC MIRROR,12.637931034482758,11.653829847371396,Lumpy demand
244,20869,GOLD FABRIC MIRROR,15.680851063829786,14.700797872340427,Lumpy demand
245,20870,OPULENT VELVET CANDLE IN BOX,3.6666666666666665,2.793650793650794,Lumpy demand
246,20871,OPULENT VELVET SET/3 CANDLES,4.784810126582278,3.79484941073767,Lumpy demand
247,20877,MODERN CHRISTMAS BAUBLE CANDLE ,1.8,0.8999999999999999,Lumpy demand
248,20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,6.709090909090909,5.7246047430830025,Lumpy demand
249,20879,TREE OF NOAH FESTIVE SCENTED CANDLE,2.375,1.4513888888888888,Lumpy demand
250,20881,MODERN CHRISTMAS TREE CANDLE,3.5,2.9166666666666674,Lumpy demand
251,20882,MODERN CHRISTMAS TREE CANDLE,2.0,1.3333333333333333,Lumpy demand
252,20884,MODERN CHRISTMAS TREE CANDLE ,3.0,2.25,Lumpy demand
253,20885,BOX OF 3 PEBBLE CANDLES,1.0,NA,NA
254,20886,BOX OF 9 PEBBLE CANDLES,3.0606060606060606,2.0635247660743405,Lumpy demand
255,20887,BOX OF 6 PEBBLE CANDLES,4.4,3.5619047619047626,Lumpy demand
256,20888,SET 3 JARDIN DE FEMME SCENT CANDLES,6.823529411764706,5.874168797953964,Lumpy demand
257,20889,JARDIN DE FEMME SCENTED CANDLE,10.454545454545455,9.537480063795853,Lumpy demand
258,20890,SMALL GLASS ROSE SCENTED CANDLE,22.25,21.49147727272727,Lumpy demand
259,20891,LARGE GLASS ROSE SCENTED CANDLE ,32.666666666666664,31.99312714776632,Lumpy demand
260,20892,SET/3 TALL GLASS CANDLE HOLDER PINK,10.722222222222221,9.747474747474747,Lumpy demand
261,20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,10.166666666666666,9.179206566347471,Lumpy demand
262,20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,10.152777777777779,9.16531582952816,Lumpy demand
263,20895,VINTAGE NOTEBOOK FRENCH LETTER ,14.25,13.486607142857142,Lumpy demand
264,20896,VINTAGE NOTEBOOK PINK FLOWER,18.071428571428573,17.13917233560091,Lumpy demand
265,20897,VINTAGE NOTEBOOK PARIS DAYS,9.815384615384616,8.829223523729018,Lumpy demand
266,20898,VINTAGE NOTEBOOK TRAVELOGUE,14.354166666666666,13.373576792635664,Lumpy demand
267,20899,VINTAGE NOTEBOOK RED ROSE,14.454545454545455,13.539700805523593,Lumpy demand
268,20901,VINTAGE KEEPSAKE BOX PINK FLOWER,12.526315789473685,11.542481730272387,Lumpy demand
269,20902,VINTAGE KEEPSAKE BOX PARIS DAYS,6.222222222222222,5.230713640469738,Lumpy demand
270,20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,9.226666666666667,8.23857211770381,Lumpy demand
271,20905,VINTAGE KEEPSAKE BOX BEAUTY GIRL,14.5,13.736842105263158,Lumpy demand
272,20906,VINTAGE NOTEBOOK BEAUTY GIRL,13.555555555555555,12.58133698380105,Lumpy demand
273,20910,VINTAGE PHOTO ALBUM PARIS DAYS,8.23913043478261,7.258281573498964,Lumpy demand
274,20913,SET/5 BLUE SPOTTY LID GLASS BOWLS,2.4,1.4297872340425528,Lumpy demand
275,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1.293015332197615,0.29340189596040867,Smooth demand
276,20931,BLUE POT PLANT CANDLE ,5.7265625,4.7330195525956285,Lumpy demand
277,20932,PINK POT PLANT CANDLE,9.72,8.731978021978021,Lumpy demand
278,20933,YELLOW POT PLANT CANDLE,16.377777777777776,15.398671497584541,Lumpy demand
279,20934,SET/3 POT PLANT CANDLES,11.158730158730158,10.173201284312396,Lumpy demand
280,20935,ROUND CACTUS CANDLE,16.488372093023255,15.510248324793062,Lumpy demand
281,20936,FORKED CACTUS CANDLE,10.485714285714286,9.49865523289807,Lumpy demand
282,20939,ORANGE CANDLE,1.0,NA,NA
283,20940,SET/6 GARDEN GNOME T-LIGHT CANDLES,1.3,0.3249999999999999,Smooth demand
284,20941,FROG CANDLE,6.010309278350515,5.018918057179296,Lumpy demand
285,20942,SET/6 GINGERBREAD TREE T-LIGHTS,7.333333333333333,6.634920634920635,Lumpy demand
286,20943,SET/6 GINGERBREAD STAR T-LIGHTS,7.2444444444444445,6.263658119658119,Lumpy demand
287,20950,SET/6  ANGEL T-LIGHTS WHITE/GOLD,5.746031746031746,4.7591786483753244,Lumpy demand
288,20952,PORCELAIN CHERUB BELL SMALL,15.863636363636363,14.906347962382444,Lumpy demand
289,20953,PORCELAIN CHERUB BELL LARGE,28.444444444444443,27.552069716775595,Lumpy demand
290,20954,*USB Office Mirror Ball,190.5,189.99868421052633,Lumpy demand
291,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,4.355029585798817,3.359594251901944,Lumpy demand
292,20957,PORCELAIN HANGING BELL SMALL,15.533333333333333,14.595977011494254,Lumpy demand
293,20958,PORCELAIN HANGING BELL LARGE,24.9,23.99637096774194,Lumpy demand
